publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2016p858939,,2016-11-13T19:22:54.630Z,2016-11-13T19:25:08.127Z,176.1847872,-39.14867201,2.761412446,5.9375,M,,NonLinLoc,,automatic,nz3drx,17,17,12,0.2382164151,213.9867948,1.327018657,0
2016p858937,earthquake,2016-11-13T19:22:04.309Z,2016-11-13T19:32:50.883Z,174.2796005,-41.71893543,4.027075019,16.015625,M,,NonLinLoc,confirmed,manual,nz3drx,40,34,24,0.05873095768,158.6998456,0.598158108,0
2016p858933,,2016-11-13T19:19:56.056Z,2016-11-13T19:22:25.635Z,174.5733868,-41.58827717,3.599654238,24.6875,M,,NonLinLoc,,automatic,nz3drx,11,11,9,0.3383355624,151.5590708,0.615101749,0
2016p858929,,2016-11-13T19:17:57.316Z,2016-11-13T23:33:03.917Z,174.2217579,-41.71306689,3.468173933,14.84375,M,,NonLinLoc,,automatic,nz3drx,12,12,10,0.03815294143,120.4235631,0.3806039067,0
2016p858926,,2016-11-13T19:15:31.151Z,2016-11-13T19:17:49.930Z,175.1240649,-40.70728599,3.760406192,31.25,M,,NonLinLoc,,automatic,nz3drx,10,10,8,1.062384588,160.0709766,1.225511435,0
2016p858925,,2016-11-13T19:15:22.255Z,2016-11-13T19:17:40.922Z,172.8045347,-42.95351701,3.202558665,22.34375,M,,NonLinLoc,,automatic,nz3drx,15,15,12,0.1692105146,107.6126483,1.062497958,0
2016p858924,,2016-11-13T19:15:03.515Z,2016-11-13T19:17:40.279Z,174.0672986,-41.83533151,4.175477672,18.59375,M,,NonLinLoc,,automatic,nz3drx,50,50,36,0.1391564118,140.8942611,1.715319411,0
2016p858920,earthquake,2016-11-13T19:12:39.866Z,2016-11-13T19:28:51.914Z,174.214986,-41.71703884,4.208144088,9.453125,M,,NonLinLoc,confirmed,manual,nz3drx,27,22,18,0.03367631695,102.6699902,0.4623803604,0
2016p858917,,2016-11-13T19:11:26.432Z,2016-11-13T19:29:20.086Z,173.6758469,-42.27607851,4.225901731,13.4375,M,,NonLinLoc,,automatic,nz3drx,14,14,10,0.1732024689,157.5999869,0.984492947,0
2016p858914,,2016-11-13T19:10:01.209Z,2016-11-13T20:52:02.424Z,174.6896948,-39.81198254,4.279300247,25.15625,M,,NonLinLoc,,automatic,nz3drx,74,74,42,0.2347000017,109.6148471,1.728026258,0
2016p858913,earthquake,2016-11-13T19:09:14.287Z,2016-11-13T19:27:14.450Z,174.1490431,-41.70342473,4.959473306,17.421875,M,,NonLinLoc,confirmed,manual,nz3drx,35,31,25,0.06723752156,78.1753144,0.5188563491,0
2016p858910,earthquake,2016-11-13T19:07:39.720Z,2016-11-13T19:24:48.360Z,173.3980512,-42.5266746,4.695093964,28.90625,M,,NonLinLoc,confirmed,manual,nz3drx,82,77,56,0.1522370925,138.0968337,0.8781431666,0
2016p858907,,2016-11-13T19:06:09.122Z,2016-11-13T19:08:15.876Z,175.5728331,-39.19004521,2.711057799,22.8125,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.07641306882,212.7847217,0.9522185886,0
2016p858905,earthquake,2016-11-13T19:05:23.337Z,2016-11-13T19:21:35.006Z,174.2918932,-41.67759026,4.066810454,16.484375,M,,NonLinLoc,confirmed,manual,nz3drx,32,24,19,0.09405998247,135.9230871,0.4953187436,0
2016p858904,,2016-11-13T19:04:33.996Z,2016-11-13T23:32:09.141Z,173.7093533,-42.53736698,4.180805818,20.9375,M,,NonLinLoc,,automatic,nz3drx,34,34,13,0.1740143878,164.8745615,2.679040443,0
2016p858895,earthquake,2016-11-13T18:59:10.265Z,2016-11-13T19:19:37.782Z,173.825589,-42.27543046,5.241572969,51.40625,M,,NonLinLoc,confirmed,manual,nz3drx,97,90,68,0.5603736778,146.1491939,0.9138644629,0
2016p858894,earthquake,2016-11-13T18:58:45.640Z,2016-11-13T19:15:04.024Z,174.1819279,-41.77279142,5.383477586,19.296875,M,,NonLinLoc,confirmed,manual,nz3drx,21,19,15,0.0327832844,141.0044683,0.467095908,0
2016p858890,,2016-11-13T18:56:49.410Z,2016-11-13T23:31:31.758Z,173.8068628,-42.39502474,3.832058757,21.40625,M,,NonLinLoc,,automatic,nz3drx,45,45,31,0.199022559,147.6069617,1.159235149,0
2016p858888,,2016-11-13T18:55:35.943Z,2016-11-13T23:31:26.637Z,174.0952059,-41.7735847,3.391260782,10.390625,M,,NonLinLoc,,automatic,nz3drx,16,16,12,0.09179725214,136.2152607,0.4384254461,0
2016p858886,,2016-11-13T18:54:31.684Z,2016-11-13T18:56:56.157Z,175.0882554,-41.42998003,2.689997367,7.8125,M,,NonLinLoc,,automatic,nz3drx,13,13,8,0.1859281899,227.863278,1.173626154,0
2016p858884,,2016-11-13T18:53:51.812Z,2016-11-13T18:56:13.668Z,173.6671933,-42.56618179,3.697064971,29.375,M,,NonLinLoc,,automatic,nz3drx,12,12,10,0.8648133425,190.4422286,1.53477665,0
2016p858877,,2016-11-13T18:50:26.304Z,2016-11-13T18:52:39.637Z,176.4275051,-38.89605363,3.329933517,35.9375,M,,NonLinLoc,,automatic,nz3drx,16,16,11,0.3505886293,194.0556524,1.340119882,0
2016p858876,earthquake,2016-11-13T18:49:25.611Z,2016-11-13T19:02:54.671Z,174.0516225,-41.87741688,4.813402807,23.984375,M,,NonLinLoc,confirmed,manual,nz3drx,69,66,48,0.1763472279,140.2144347,0.8350710646,0
2016p858875,,2016-11-13T18:48:52.963Z,2016-11-13T18:51:09.608Z,172.731899,-42.72104335,3.981380718,19.53125,M,,NonLinLoc,,automatic,nz3drx,10,10,8,0.3319461069,95.62220898,0.7196474851,0
2016p858871,,2016-11-13T18:47:03.371Z,2016-11-13T23:30:48.549Z,173.2261378,-42.65688313,3.58016823,34.0625,M,,NonLinLoc,,automatic,nz3drx,15,15,9,0.3408380767,175.1053716,1.358622886,0
2016p858867,,2016-11-13T18:44:58.824Z,2016-11-13T18:47:42.471Z,174.9922259,-41.05191284,3.533692581,5.46875,M,,NonLinLoc,,automatic,nz3drx,47,47,36,0.07868827541,198.6487525,3.308531482,0
2016p858864,,2016-11-13T18:42:43.362Z,2016-11-13T18:45:14.654Z,173.6191958,-42.27943596,3.701347638,5.46875,M,,NonLinLoc,,automatic,nz3drx,13,13,11,0.1492147722,179.000099,0.997231156,0
2016p858859,,2016-11-13T18:40:28.722Z,2016-11-13T18:42:40.888Z,176.3162067,-39.45603733,3.326501272,126.875,M,,NonLinLoc,,automatic,nz3drx,28,28,19,0.08957843306,98.88322519,2.749294248,0
2016p858858,earthquake,2016-11-13T18:39:39.749Z,2016-11-13T18:58:34.783Z,174.1563658,-42.10821181,4.483129608,45.78125,M,,NonLinLoc,confirmed,manual,nz3drx,45,43,32,0.3606249412,149.0653018,0.9275628646,0
2016p858849,,2016-11-13T18:35:23.288Z,2016-11-13T18:38:20.440Z,176.3699438,-38.8809591,3.807348105,39.6875,M,,NonLinLoc,,automatic,nz3drx,18,18,13,0.2591186278,156.8293969,1.515429309,0
2016p858848,earthquake,2016-11-13T18:34:26.790Z,2016-11-13T18:56:05.227Z,174.208385,-41.8027626,5.212107703,23.28125,M,,NonLinLoc,confirmed,manual,nz3drx,115,111,85,0.05228435782,131.4455887,0.9600464727,0
2016p858844,,2016-11-13T18:32:35.673Z,2016-11-13T18:35:05.694Z,173.9002702,-41.63354971,3.7628978,8.28125,M,,NonLinLoc,,automatic,nz3drx,16,16,12,0.08517568983,114.9074482,1.747094518,0
2016p858842,,2016-11-13T18:30:59.290Z,2016-11-13T18:33:43.352Z,174.2867372,-41.71247193,4.037236784,5.234375,M,,NonLinLoc,,automatic,nz3drx,18,18,14,0.06683358482,139.6763836,0.5124580444,0
2016p858840,,2016-11-13T18:30:05.846Z,2016-11-13T18:33:38.356Z,174.7359386,-39.82505478,3.420064859,24.6875,M,,NonLinLoc,,automatic,nz3drx,38,38,26,0.2046210349,146.5441361,1.348624602,0
2016p858841,,2016-11-13T18:29:59.455Z,2016-11-13T23:29:32.870Z,173.6835995,-42.1878632,4.127784,21.40625,M,,NonLinLoc,,automatic,nz3drx,31,31,18,0.2526104637,179.4207452,1.308122313,0
2016p858839,,2016-11-13T18:29:34.064Z,2016-11-13T18:31:59.209Z,174.4415868,-41.34919478,3.699584316,5.46875,M,,NonLinLoc,,automatic,nz3drx,31,31,22,0.183676036,119.2466615,1.627455319,0
2016p858835,,2016-11-13T18:27:42.073Z,2016-11-13T23:29:25.881Z,173.992667,-42.40542664,3.60053342,50.9375,M,,NonLinLoc,,automatic,nz3drx,26,26,12,0.3351519565,158.8002116,1.3045012,0
2016p858834,,2016-11-13T18:26:50.425Z,2016-11-13T18:29:07.280Z,174.2938046,-41.51832954,3.253357331,16.71875,M,,NonLinLoc,,automatic,nz3drx,14,14,9,0.2758119866,143.6137176,0.2176281613,0
2016p858829,,2016-11-13T18:24:43.549Z,2016-11-13T18:26:12.022Z,175.6200652,-39.19315125,2.488699439,5.46875,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.01712300286,99.01533905,0.6675872575,0
2016p858828,earthquake,2016-11-13T18:23:52.706Z,2016-11-13T18:52:42.393Z,174.0744693,-41.82886801,4.768306257,26.09375,M,,NonLinLoc,confirmed,manual,nz3drx,45,42,30,0.1847281981,132.4008842,0.8333840016,0
2016p858827,,2016-11-13T18:23:32.589Z,2016-11-13T18:25:36.859Z,174.3032473,-41.74715527,4.445789513,30.3125,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.06671766774,144.5099448,1.151133807,0
2016p858825,,2016-11-13T18:22:02.272Z,2016-11-13T18:24:32.786Z,174.4169041,-40.20911068,4.208963967,39.6875,M,,NonLinLoc,,automatic,nz3drx,23,23,19,0.748764604,180.0851815,1.500080914,0
2016p858824,earthquake,2016-11-13T18:21:41.216Z,2016-11-13T18:50:29.122Z,173.934849,-41.64958276,4.863614981,22.8125,M,,NonLinLoc,confirmed,manual,nz3drx,24,23,18,0.08051589575,150.6106983,1.028475756,0
2016p858822,,2016-11-13T18:20:54.632Z,2016-11-13T23:28:50.849Z,172.8988905,-42.73588647,3.613757183,14.84375,M,,NonLinLoc,,automatic,nz3drx,20,20,13,0.2520883914,122.500587,0.8268132054,0
2016p858818,earthquake,2016-11-13T18:18:02.345Z,2016-11-13T18:48:32.281Z,174.2607632,-41.78344472,4.373055946,6.640625,M,,NonLinLoc,confirmed,manual,nz3drx,29,24,18,0.04748918322,161.7545712,0.6787919468,0
2016p858817,,2016-11-13T18:17:41.315Z,2016-11-13T18:19:33.258Z,175.5338828,-39.31057802,2.736644967,5.46875,M,,NonLinLoc,,automatic,nz3drx,15,15,8,0.01499997133,96.79115829,0.5119407056,0
2016p858815,earthquake,2016-11-13T18:16:37.847Z,2016-11-14T00:32:47.330Z,173.2078705,-42.57147217,4.881992692,8.035431862,M,,LOCSAT,confirmed,manual,iasp91,28,22,18,0.290027529,127.6240845,0.8230555263,0
2016p858816,,2016-11-13T18:16:07.919Z,2016-11-13T18:18:43.603Z,175.9262884,-39.41920048,3.689348142,5.46875,M,,NonLinLoc,,automatic,nz3drx,15,15,12,0.3834927118,122.5593045,1.256414869,0
2016p858814,earthquake,2016-11-13T18:16:06.612Z,2016-11-13T18:45:59.133Z,173.0702454,-42.57725978,4.726547751,20.46875,M,,NonLinLoc,confirmed,manual,nz3drx,12,10,8,0.38183987,174.3725856,0.7008697998,0
2016p858812,,2016-11-13T18:15:24.475Z,2016-11-13T18:17:56.359Z,174.326857,-41.71281549,4.110792196,14.84375,M,,NonLinLoc,,automatic,nz3drx,53,53,41,0.09284206827,167.4381101,1.450623501,0
2016p858811,,2016-11-13T18:14:56.444Z,2016-11-13T18:17:15.157Z,173.7740203,-42.16713753,4.250403529,19.53125,M,,NonLinLoc,,automatic,nz3drx,12,12,10,0.4575285529,167.5568365,0.7128443405,0
2016p858803,earthquake,2016-11-13T18:10:26.646Z,2016-11-13T18:44:32.995Z,172.9699163,-42.72458511,4.579037531,25.15625,M,,NonLinLoc,confirmed,manual,nz3drx,75,70,53,0.2474093826,111.9057465,0.9109458061,0
2016p858798,,2016-11-13T18:08:05.653Z,2016-11-13T23:27:52.759Z,173.9282414,-42.25672708,3.987772709,69.6875,M,,NonLinLoc,,automatic,nz3drx,28,28,19,0.5410367135,151.3028021,1.333744466,0
2016p858796,,2016-11-13T18:06:45.836Z,2016-11-13T18:09:02.503Z,173.86722,-42.08809513,3.578307732,79.0625,M,,NonLinLoc,,automatic,nz3drx,17,17,13,0.3715652222,145.2550714,1.15023114,0
2016p858792,,2016-11-13T18:04:23.962Z,2016-11-13T23:27:37.187Z,174.2828004,-41.71819522,4.22991683,21.40625,M,,NonLinLoc,,automatic,nz3drx,31,31,21,0.0611528665,125.9248203,1.086679889,0
2016p858790,,2016-11-13T18:03:40.279Z,2016-11-13T18:06:18.054Z,176.1468907,-39.16752063,3.458170363,19.0625,M,,NonLinLoc,,automatic,nz3drx,18,18,13,0.5166058908,183.2398251,1.434683265,0
2016p858788,earthquake,2016-11-13T18:02:47.121Z,2016-11-13T18:42:27.679Z,174.2813256,-41.72816141,4.7236947,21.40625,M,,NonLinLoc,confirmed,manual,nz3drx,54,50,38,0.05534870589,173.1912586,0.88236878,0
2016p858783,,2016-11-13T18:00:22.298Z,2016-11-13T18:03:18.938Z,174.0337471,-41.77094792,3.723745063,10.15625,M,,NonLinLoc,,automatic,nz3drx,24,24,16,0.1290690067,213.4446612,0.8547356182,0
2016p858782,,2016-11-13T17:59:21.411Z,2016-11-13T18:02:12.024Z,175.8125919,-39.51911379,3.138248684,5.46875,M,,NonLinLoc,,automatic,nz3drx,26,26,19,0.4838328117,124.2190888,1.973220944,0
2016p858781,,2016-11-13T17:58:32.432Z,2016-11-13T23:27:20.711Z,173.6185439,-42.04912982,4.066898788,11.09375,M,,NonLinLoc,,automatic,nz3drx,96,96,27,0.3851969598,126.5947938,2.2425128,0
2016p858779,earthquake,2016-11-13T17:57:50.593Z,2016-11-13T18:08:46.073Z,174.2556053,-41.69320713,3.621763661,8.515625,M,,NonLinLoc,confirmed,manual,nz3drx,17,14,11,0.06572631151,128.2756412,0.4403481072,0
2016p858774,,2016-11-13T17:55:15.083Z,2016-11-13T17:58:26.851Z,175.539463,-39.28990543,1.69543878,5.703125,M,,NonLinLoc,,automatic,nz3drx,27,27,12,0.01241287769,194.1449696,0.7853448212,0
2016p858772,,2016-11-13T17:54:15.031Z,2016-11-13T23:26:53.254Z,173.5837302,-42.34515472,3.900132282,12.03125,M,,NonLinLoc,,automatic,nz3drx,34,34,19,0.07835506889,142.196041,1.631294529,0
2016p858769,,2016-11-13T17:52:31.799Z,2016-11-13T23:26:46.121Z,173.756408,-42.19999691,3.925344714,30.78125,M,,NonLinLoc,,automatic,nz3drx,33,33,20,0.2702044284,141.684663,1.181420965,0
2016p858766,,2016-11-13T17:51:00.881Z,2016-11-13T17:53:18.839Z,174.2530175,-41.71064796,3.435220774,15.78125,M,,NonLinLoc,,automatic,nz3drx,18,18,13,0.04984784681,137.0831694,0.6073456249,0
2016p858765,,2016-11-13T17:50:08.321Z,2016-11-13T17:53:13.787Z,175.0815606,-40.84276809,3.234272132,28.4375,M,,NonLinLoc,,automatic,nz3drx,17,17,12,0.847656513,157.8607934,1.937531608,0
2016p858764,,2016-11-13T17:49:39.087Z,2016-11-13T17:52:17.248Z,173.6716964,-42.0273204,3.693885034,11.09375,M,,NonLinLoc,,automatic,nz3drx,29,29,21,0.3471369508,139.1972098,1.463594361,0
2016p858763,,2016-11-13T17:49:08.461Z,2016-11-13T17:51:29.557Z,172.6790526,-42.84305656,3.270417993,12.96875,M,,NonLinLoc,,automatic,nz3drx,12,12,10,0.2889912859,134.7288617,1.423286039,0
2016p858759,,2016-11-13T17:47:12.417Z,2016-11-13T23:26:25.929Z,174.1960486,-42.05097884,3.752110638,30.3125,M,,NonLinLoc,,automatic,nz3drx,61,61,23,0.3007339318,146.7987777,1.839008992,0
2016p858750,,2016-11-13T17:42:31.832Z,2016-11-13T23:26:03.690Z,175.726312,-39.53983946,3.183964255,10.15625,M,,NonLinLoc,,automatic,nz3drx,18,18,6,0.2661560934,129.3714828,0.9883276915,0
2016p858749,,2016-11-13T17:41:39.378Z,2016-11-13T23:26:01.690Z,173.5720462,-42.18461192,4.413981876,25.15625,M,,NonLinLoc,,automatic,nz3drx,38,38,25,0.2327931791,126.235778,1.206307498,0
2016p858746,,2016-11-13T17:39:48.929Z,2016-11-13T17:43:11.692Z,176.2021922,-39.35756536,3.559141023,5.46875,M,,NonLinLoc,,automatic,nz3drx,29,29,22,0.1808190463,234.8268823,1.708978178,0
2016p858744,earthquake,2016-11-13T17:38:53.772Z,2016-11-13T17:48:01.676Z,173.8641251,-42.10802751,4.942687966,54.6875,M,,NonLinLoc,confirmed,manual,nz3drx,45,45,34,0.3915601391,138.9910529,0.7805784681,0
2016p858742,earthquake,2016-11-13T17:38:07.320Z,2016-11-13T17:50:34.314Z,173.5024127,-42.46211222,4.913580708,6.171875,M,,NonLinLoc,confirmed,manual,nz3drx,23,20,16,0.05356894251,163.9362696,0.6455118608,0
2016p858740,earthquake,2016-11-13T17:36:55.124Z,2016-11-13T17:54:42.404Z,174.2571899,-41.78667647,3.879644594,7.109375,M,,NonLinLoc,confirmed,manual,nz3drx,25,22,18,0.04793785678,197.3348831,0.668844043,0
2016p858737,,2016-11-13T17:35:16.953Z,2016-11-13T23:25:36.124Z,174.2116984,-41.67690314,3.800883894,9.921875,M,,NonLinLoc,,automatic,nz3drx,73,73,33,0.07378550082,97.19252804,1.932747263,0
2016p858728,,2016-11-13T17:30:32.264Z,2016-11-13T17:32:39.134Z,174.2751662,-41.68627437,4.130489106,13.4375,M,,NonLinLoc,,automatic,nz3drx,10,10,7,0.07948929873,134.7952556,0.3124019467,0
2016p858726,,2016-11-13T17:29:36.890Z,2016-11-13T17:31:45.281Z,175.0932878,-40.02929458,3.629002573,20.9375,M,,NonLinLoc,,automatic,nz3drx,13,13,10,0.6639838188,172.9376845,1.709839651,0
2016p858725,earthquake,2016-11-13T17:28:47.614Z,2016-11-13T17:38:58.410Z,173.825994,-42.47233534,4.519324197,25.15625,M,,NonLinLoc,confirmed,manual,nz3drx,46,42,32,0.2186671293,151.659712,0.8810218378,0
2016p858724,,2016-11-13T17:28:09.203Z,2016-11-13T17:30:18.186Z,173.7405311,-42.26127446,4.275305944,21.875,M,,NonLinLoc,,automatic,nz3drx,10,10,8,0.2155480499,170.6799367,0.7493397089,0
2016p858717,,2016-11-13T17:25:20.167Z,2016-11-13T17:28:12.496Z,176.49751,-38.98569625,2.95798301,5.234375,M,,NonLinLoc,,automatic,nz3drx,23,23,15,0.1622611495,188.188708,1.353516275,0
2016p858716,earthquake,2016-11-13T17:24:24.053Z,2016-11-13T17:35:01.518Z,174.3390884,-41.75571367,4.399147493,16.953125,M,,NonLinLoc,confirmed,manual,nz3drx,51,48,35,0.09336045206,137.9237998,0.8006660271,0
2016p858710,,2016-11-13T17:20:57.839Z,2016-11-13T17:31:24.968Z,173.7293462,-42.29265344,4.164397792,27.96875,M,,NonLinLoc,,automatic,nz3drx,33,33,16,0.1877408224,141.2960569,0.8885060533,0
2016p858708,,2016-11-13T17:19:42.290Z,2016-11-13T17:21:42.257Z,174.1931764,-41.73892089,3.735024983,7.34375,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.01936239072,147.9311675,0.5622282047,0
2016p858706,,2016-11-13T17:18:25.093Z,2016-11-13T17:20:36.125Z,175.2841715,-40.32185586,4.087494832,17.1875,M,,NonLinLoc,,automatic,nz3drx,20,20,15,0.1192234326,215.6772797,1.314095926,0
2016p858704,earthquake,2016-11-13T17:17:39.154Z,2016-11-13T17:30:35.596Z,173.6788049,-42.41466665,5.075090854,9.21875,M,,NonLinLoc,confirmed,manual,nz3drx,45,43,33,0.1032123332,145.0407148,1.029195728,0
2016p858703,,2016-11-13T17:17:10.407Z,2016-11-13T17:20:45.414Z,173.2284408,-42.45499516,4.887392607,14.84375,M,,NonLinLoc,,automatic,nz3drx,36,36,28,0.2326259246,109.0012657,1.528403131,0
2016p858699,,2016-11-13T17:15:12.755Z,2016-11-13T17:17:40.364Z,173.5447199,-42.27726844,3.852239309,15.78125,M,,NonLinLoc,,automatic,nz3drx,18,18,12,0.6141060916,156.0053867,0.7344206439,0
2016p858697,,2016-11-13T17:14:16.577Z,2016-11-13T17:16:47.286Z,173.9718606,-41.56891471,3.457560032,26.09375,M,,NonLinLoc,,automatic,nz3drx,22,22,16,0.1392438972,73.9531648,1.405632166,0
2016p858694,,2016-11-13T17:12:22.041Z,2016-11-13T17:14:29.232Z,175.0677637,-38.240721,2.554302149,13.4375,M,,NonLinLoc,,automatic,nz3drx,12,12,8,0.3773885238,211.6407321,1.295622888,0
2016p858693,,2016-11-13T17:12:05.248Z,2016-11-13T17:38:22.632Z,174.7440269,-39.50505293,3.216375574,30.3125,M,,NonLinLoc,,automatic,nz3drx,32,32,20,0.5204192079,145.7315399,1.327088147,0
2016p858692,,2016-11-13T17:11:24.825Z,2016-11-13T17:13:47.712Z,174.5243907,-39.96212345,3.571140757,36.875,M,,NonLinLoc,,automatic,nz3drx,12,12,9,0.4124812402,104.6821524,1.130165887,0
2016p858691,,2016-11-13T17:10:39.313Z,2016-11-13T17:25:30.362Z,173.1191996,-42.54696456,4.1837569,45.3125,M,,NonLinLoc,,automatic,nz3drx,44,44,31,0.4249290477,122.913001,1.486814897,0
2016p858688,,2016-11-13T17:09:09.749Z,2016-11-13T17:11:32.382Z,177.3302657,-38.99695556,3.221615104,5.9375,M,,NonLinLoc,,automatic,nz3drx,12,12,9,0.4557312535,151.2207919,1.351248043,0
2016p858687,,2016-11-13T17:08:40.445Z,2016-11-13T17:11:00.494Z,174.0518308,-41.81485725,4.104198723,26.09375,M,,NonLinLoc,,automatic,nz3drx,22,22,17,0.1376113798,137.8218977,0.5295179956,0
2016p858684,earthquake,2016-11-13T17:07:12.661Z,2016-11-13T17:27:49.223Z,173.6057622,-42.40253294,4.364537949,22.34375,M,,NonLinLoc,confirmed,manual,nz3drx,64,62,44,0.05117758151,139.5920534,0.678436113,0
2016p858681,,2016-11-13T17:05:29.762Z,2016-11-13T17:08:01.498Z,172.8965961,-42.5304958,4.146342458,14.375,M,,NonLinLoc,,automatic,nz3drx,15,15,11,0.4485218196,190.6201225,1.210791687,0
2016p858680,,2016-11-13T17:04:54.692Z,2016-11-13T17:07:22.207Z,174.2894319,-41.67334737,3.664614383,30.3125,M,,NonLinLoc,,automatic,nz3drx,30,30,19,0.09632486239,133.9779336,1.165674101,0
2016p858678,earthquake,2016-11-13T17:04:16.939Z,2016-11-13T17:09:26.925Z,173.5174611,-42.48507803,4.20765929,9.6875,M,,NonLinLoc,confirmed,manual,nz3drx,21,21,15,0.0709663471,150.9788965,0.8501042903,0
2016p858674,,2016-11-13T17:01:51.886Z,2016-11-13T17:05:00.300Z,174.7243067,-40.95556933,3.476020238,29.375,M,,NonLinLoc,,automatic,nz3drx,24,24,19,1.034897782,250.2967836,1.966471336,0
2016p858673,,2016-11-13T17:01:20.068Z,2016-11-13T17:04:58.197Z,173.6663498,-42.33587565,4.071121987,26.5625,M,,NonLinLoc,,automatic,nz3drx,55,55,41,0.1239830228,139.508137,1.54316525,0
2016p858672,,2016-11-13T17:00:53.132Z,2016-11-13T17:03:09.789Z,173.0998721,-42.51302142,3.721334393,49.0625,M,,NonLinLoc,,automatic,nz3drx,15,15,13,0.3384431159,112.4735839,1.19690594,0
2016p858667,,2016-11-13T16:59:20.579Z,2016-11-13T17:01:44.221Z,174.3182652,-40.22283097,3.430389006,59.375,M,,NonLinLoc,,automatic,nz3drx,15,15,11,0.990173682,157.9934605,2.292910475,0
2016p858668,,2016-11-13T16:58:46.455Z,2016-11-13T17:01:02.255Z,173.5783412,-42.1063628,3.482229153,20.9375,M,,NonLinLoc,,automatic,nz3drx,16,16,12,0.3111386865,124.4586144,2.596102401,0
2016p858659,,2016-11-13T16:54:10.388Z,2016-11-13T16:56:50.091Z,176.1824671,-39.16860439,3.082573724,5.9375,M,,NonLinLoc,,automatic,nz3drx,21,21,14,0.2399802733,216.236984,1.930760571,0
2016p858658,,2016-11-13T16:53:18.925Z,2016-11-13T16:56:47.091Z,174.3165731,-41.78257882,4.438121708,23.28125,M,,NonLinLoc,,automatic,nz3drx,121,121,90,0.08243276989,132.511656,1.920122191,0
2016p858655,,2016-11-13T16:51:33.679Z,2016-11-13T16:53:43.233Z,173.9421416,-41.76325542,3.48569319,11.5625,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.06754455521,227.2175548,0.60655261,0
2016p858653,,2016-11-13T16:50:31.389Z,2016-11-13T16:52:43.152Z,174.2239834,-41.69811761,3.607862737,9.6875,M,,NonLinLoc,,automatic,nz3drx,14,14,9,0.05320683449,108.2031348,1.257348729,0
2016p858651,,2016-11-13T16:49:39.473Z,2016-11-13T16:52:56.192Z,173.4695784,-42.54877451,3.833407283,21.40625,M,,NonLinLoc,,automatic,nz3drx,23,23,17,0.1425612058,142.7606456,0.7415805126,0
2016p858649,,2016-11-13T16:48:17.529Z,2016-11-13T16:50:31.821Z,175.0409517,-41.32518979,3.797788989,10.625,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.1793781505,78.26677816,1.453464986,0
2016p858646,,2016-11-13T16:47:05.067Z,2016-11-13T16:49:58.017Z,174.5591191,-39.8864385,3.704055176,30.3125,M,,NonLinLoc,,automatic,nz3drx,55,55,39,0.3543212277,114.2651601,1.750998506,0
2016p858645,,2016-11-13T16:46:29.713Z,2016-11-13T16:49:06.059Z,174.4008484,-41.29127468,4.174910163,5.46875,M,,NonLinLoc,,automatic,nz3drx,11,11,9,0.1218430147,143.604977,1.220584974,0
2016p858642,,2016-11-13T16:44:41.109Z,2016-11-13T16:47:43.080Z,175.7281148,-40.25513147,3.201321034,9.6875,M,,NonLinLoc,,automatic,nz3drx,19,19,14,0.3355866005,125.6143073,1.684431977,0
2016p858641,,2016-11-13T16:44:04.366Z,2016-11-13T16:47:27.969Z,174.1458652,-41.88935227,4.212528844,11.5625,M,,NonLinLoc,,automatic,nz3drx,59,59,43,0.1482939562,145.1114291,2.546152665,0
2016p858640,,2016-11-13T16:43:18.519Z,2016-11-13T16:45:56.625Z,174.1264661,-41.73028987,3.905326973,12.96875,M,,NonLinLoc,,automatic,nz3drx,17,17,13,0.06815142799,94.38193416,1.176054264,0
2016p858639,earthquake,2016-11-13T16:43:12.499Z,2016-11-13T16:58:07.091Z,177.1612646,-37.50297956,2.510229301,8.046875,M,,NonLinLoc,confirmed,manual,nz3drx,15,15,18,0.01968163927,166.8516332,0.3882867996,0
2016p858626,earthquake,2016-11-13T16:36:18.456Z,2016-11-13T16:53:05.721Z,174.2732006,-41.72041583,4.33453598,16.953125,M,,NonLinLoc,confirmed,manual,nz3drx,43,40,27,0.05391147545,139.9267049,0.6398394674,0
2016p858622,,2016-11-13T16:33:52.329Z,2016-11-13T16:36:24.119Z,174.198816,-41.32868145,3.896199274,5.46875,M,,NonLinLoc,,automatic,nz3drx,16,16,13,0.2186387218,121.8092607,1.5631216,0
2016p858618,,2016-11-13T16:31:45.554Z,2016-11-13T16:35:51.860Z,173.7721101,-42.41737605,3.937311406,14.84375,M,,NonLinLoc,,automatic,nz3drx,46,46,33,0.1720567538,147.0964809,1.692468031,0
2016p858615,,2016-11-13T16:30:35.497Z,2016-11-13T16:32:58.217Z,176.0818011,-40.02569675,2.724670014,5.9375,M,,NonLinLoc,,automatic,nz3drx,15,15,9,0.2756438054,251.7953368,1.640985012,0
