publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2016p859604,,2016-11-14T01:17:06.496Z,2016-11-14T01:19:16.651Z,174.2243542,-41.69562606,3.342729848,12.265625,M,,NonLinLoc,,automatic,nz3drx,11,11,9,0.05571631114,118.5863645,0.2534040279,0
2016p859602,,2016-11-14T01:16:26.158Z,2016-11-14T01:19:15.580Z,175.7670137,-39.54940901,2.85127796,13.4375,M,,NonLinLoc,,automatic,nz3drx,12,12,10,0.4306507261,249.599808,0.8877995315,0
2016p859601,earthquake,2016-11-14T01:15:43.584Z,2016-11-14T01:25:57.358Z,174.1482956,-41.70840782,3.828067837,17.890625,M,,NonLinLoc,confirmed,manual,nz3drx,51,28,21,0.06430280615,135.444723,0.7287195496,0
2016p859600,,2016-11-14T01:15:07.106Z,2016-11-14T01:17:08.803Z,174.2357725,-41.74350734,3.881468905,10.15625,M,,NonLinLoc,,automatic,nz3drx,12,12,8,0.01785558843,133.542202,0.4284129661,0
2016p859597,,2016-11-14T01:13:48.856Z,2016-11-14T01:16:13.327Z,173.8134355,-42.27340817,3.224935186,35.9375,M,,NonLinLoc,,automatic,nz3drx,21,21,15,0.8435723186,147.2039782,0.9227860524,0
2016p859596,,2016-11-14T01:13:15.582Z,2016-11-14T01:15:35.590Z,174.1384451,-41.65056035,2.604601705,22.34375,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.1142482843,76.78306704,0.3153541457,0
2016p859593,,2016-11-14T01:11:23.735Z,2016-11-14T01:15:08.529Z,173.3834119,-42.5396016,3.791332483,23.28125,M,,NonLinLoc,,automatic,nz3drx,60,60,37,0.1690823997,138.3505222,1.459352788,0
2016p859588,,2016-11-14T01:08:41.072Z,2016-11-14T01:11:22.466Z,173.56765,-42.40643227,3.883820878,19.0625,M,,NonLinLoc,,automatic,nz3drx,26,26,18,0.02326840246,139.3120905,0.7418395665,0
2016p859585,,2016-11-14T01:07:20.853Z,2016-11-14T01:10:29.456Z,175.3449028,-40.69385618,3.5513154,10.625,M,,NonLinLoc,,automatic,nz3drx,29,29,21,0.4985714301,133.8400856,2.327424407,0
2016p859584,,2016-11-14T01:06:46.471Z,2016-11-14T01:10:25.504Z,173.7154485,-42.26221298,4.403859055,27.03125,M,,NonLinLoc,,automatic,nz3drx,77,77,48,0.2023419747,138.5224134,2.2789045,0
2016p859582,,2016-11-14T01:05:43.049Z,2016-11-14T01:08:01.200Z,174.1255129,-41.94214403,4.026581482,32.1875,M,,NonLinLoc,,automatic,nz3drx,13,13,10,0.2032983567,145.7257254,1.429737041,0
2016p859580,,2016-11-14T01:04:20.095Z,2016-11-14T01:06:44.403Z,175.7687467,-39.43775863,3.180465848,5.46875,M,,NonLinLoc,,automatic,nz3drx,20,20,13,0.2228115201,225.6518167,1.327995617,0
2016p859578,,2016-11-14T01:03:20.456Z,2016-11-14T01:06:38.684Z,173.4614083,-42.44506803,4.561498989,20.46875,M,,NonLinLoc,,automatic,nz3drx,89,89,67,0.06436485598,129.9284905,2.231625468,0
2016p859577,,2016-11-14T01:02:50.645Z,2016-11-14T01:05:15.459Z,173.4240593,-40.2226747,3.94866111,63.125,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.8832316478,151.6669616,1.746607973,0
2016p859576,,2016-11-14T01:02:10.524Z,2016-11-14T03:12:56.967Z,173.0897901,-42.57281856,4.348708258,20.9375,M,,NonLinLoc,,automatic,nz3drx,29,29,18,0.3669228151,116.4301478,1.75019122,0
2016p859572,,2016-11-14T01:00:09.091Z,2016-11-14T01:02:36.398Z,174.3142755,-41.67240884,4.171809158,23.28125,M,,NonLinLoc,,automatic,nz3drx,15,15,12,0.3655595077,136.3245008,0.339432143,0
2016p859570,,2016-11-14T00:59:01.029Z,2016-11-14T01:01:28.237Z,174.0534376,-40.78548501,4.150460449,49.0625,M,,NonLinLoc,,automatic,nz3drx,43,43,32,0.4563487911,108.7563985,2.591138177,0
2016p859569,,2016-11-14T00:58:29.421Z,2016-11-14T01:01:55.338Z,173.6023691,-42.3456966,4.441977642,31.71875,M,,NonLinLoc,,automatic,nz3drx,53,53,37,0.6626741192,137.3161928,1.241753229,0
2016p859561,earthquake,2016-11-14T00:54:21.843Z,2016-11-14T01:04:01.383Z,173.9220734,-42.29659184,4.692954326,34.0625,M,,NonLinLoc,confirmed,manual,nz3drx,58,42,31,0.308118157,148.0260337,0.931303274,0
2016p859555,,2016-11-14T00:51:16.396Z,2016-11-14T00:54:45.254Z,174.2184266,-41.56949566,3.614208952,23.28125,M,,NonLinLoc,,automatic,nz3drx,29,29,12,0.1812636301,128.1334877,1.414261733,0
2016p859550,,2016-11-14T00:48:45.575Z,2016-11-14T00:51:01.173Z,173.7844388,-42.29926217,3.529403541,24.6875,M,,NonLinLoc,,automatic,nz3drx,22,22,12,0.5871875439,147.0921964,0.6434116118,0
2016p859548,,2016-11-14T00:47:24.619Z,2016-11-14T00:50:31.180Z,175.2562657,-39.98083786,3.175580006,20.9375,M,,NonLinLoc,,automatic,nz3drx,15,15,10,0.695138113,249.4573461,1.437154341,0
2016p859546,,2016-11-14T00:46:34.048Z,2016-11-14T03:11:46.909Z,173.2266547,-42.5033457,4.166619303,28.4375,M,,NonLinLoc,,automatic,nz3drx,104,104,34,0.2467523279,116.5188129,2.015586281,0
2016p859545,,2016-11-14T00:45:45.581Z,2016-11-14T00:48:14.431Z,174.294827,-42.13894274,3.974645895,20.46875,M,,NonLinLoc,,automatic,nz3drx,23,23,15,0.391963563,164.8607482,1.287671881,0
2016p859543,,2016-11-14T00:44:46.392Z,2016-11-14T00:47:03.660Z,175.0350648,-40.98397348,2.556356659,5.234375,M,,NonLinLoc,,automatic,nz3drx,35,35,4,0.1265554932,152.1821113,1.248589475,0
2016p859541,,2016-11-14T00:43:36.300Z,2016-11-14T00:45:48.128Z,172.9348256,-42.52659647,3.67853713,16.71875,M,,NonLinLoc,,automatic,nz3drx,13,13,2,0.4468249668,135.9398479,0.4856071944,0
2016p859524,earthquake,2016-11-14T00:34:22.558Z,2016-11-14T00:45:31.780Z,173.3240412,-42.55790834,6.261225536,35.46875,M,,NonLinLoc,confirmed,manual,nz3drx,50,38,30,0.2132538652,132.601672,1.381505126,0
2016p859523,earthquake,2016-11-14T00:33:51.325Z,2016-11-14T00:45:52.668Z,174.2954589,-41.67435851,5.70469511,15.546875,M,,NonLinLoc,confirmed,manual,nz3drx,29,21,17,0.09827729342,135.7134947,0.5237706441,0
2016p859518,,2016-11-14T00:31:40.762Z,2016-11-14T00:33:52.223Z,175.4208323,-40.48268914,2.671284401,10.625,M,,NonLinLoc,,automatic,nz3drx,19,19,14,0.2813063419,266.2483256,1.658860446,0
2016p859517,,2016-11-14T00:31:02.617Z,2016-11-14T00:34:35.024Z,173.9217792,-42.25820748,3.491227055,38.28125,M,,NonLinLoc,,automatic,nz3drx,46,46,30,0.5422421588,146.3236239,1.067121424,0
2016p859516,,2016-11-14T00:30:23.886Z,2016-11-14T00:32:43.188Z,174.2881752,-41.57738648,2.758397241,15.546875,M,,NonLinLoc,,automatic,nz3drx,16,16,13,0.1827025087,108.9955235,0.4229602167,0
2016p859512,,2016-11-14T00:28:06.982Z,2016-11-14T00:30:46.080Z,175.1928491,-40.73935209,3.062457266,9.6875,M,,NonLinLoc,,automatic,nz3drx,42,42,30,0.2878364597,118.0846404,2.4677752,0
2016p859510,,2016-11-14T00:27:23.535Z,2016-11-14T00:30:37.926Z,174.1510136,-42.34996455,3.641546822,15.3125,M,,NonLinLoc,,automatic,nz3drx,28,28,20,0.4574245976,159.6376366,1.470129222,0
2016p859507,,2016-11-14T00:25:29.127Z,2016-11-14T00:29:01.914Z,173.8752517,-42.31692086,3.209646145,21.40625,M,,NonLinLoc,,automatic,nz3drx,30,30,18,0.2681804012,148.894414,1.323348755,0
2016p859504,,2016-11-14T00:23:51.637Z,2016-11-14T00:26:11.187Z,174.4961658,-40.16144725,2.987256181,40.625,M,,NonLinLoc,,automatic,nz3drx,11,11,7,1.010077822,133.8880066,1.4686819,0
2016p859502,,2016-11-14T00:23:09.249Z,2016-11-14T00:25:32.776Z,174.2119172,-42.36007597,3.444901826,5.46875,M,,NonLinLoc,,automatic,nz3drx,20,20,15,0.5006245775,184.1590328,1.928457095,0
2016p859501,,2016-11-14T00:22:15.687Z,2016-11-14T00:24:20.545Z,173.6053543,-42.24899551,3.192659973,14.84375,M,,NonLinLoc,,automatic,nz3drx,10,10,8,0.1743448897,179.1567378,0.3539584642,0
2016p859496,,2016-11-14T00:19:51.363Z,2016-11-14T00:22:47.826Z,174.372016,-41.78420446,3.956164329,19.53125,M,,NonLinLoc,,automatic,nz3drx,55,55,41,0.122018409,152.5056988,1.257790966,0
2016p859493,earthquake,2016-11-14T00:17:58.039Z,2016-11-14T01:00:42.936Z,173.2783051,-42.48082733,4.016574489,12.66568756,M,,LOCSAT,confirmed,manual,iasp91,33,22,18,0.2035222054,115.7584534,0.9817163084,0
2016p859489,,2016-11-14T00:16:20.930Z,2016-11-14T00:19:17.832Z,175.657091,-40.14629666,3.108716664,7.8125,M,,NonLinLoc,,automatic,nz3drx,25,25,18,0.6067781125,120.2448413,2.23540041,0
2016p859488,,2016-11-14T00:15:38.096Z,2016-11-14T00:19:15.772Z,173.9220734,-42.29659184,4.029118962,49.0625,M,,NonLinLoc,,automatic,nz3drx,69,69,48,0.8656825155,148.0260337,1.953164095,0
2016p859483,,2016-11-14T00:12:38.910Z,2016-11-14T00:15:47.717Z,174.1910934,-41.83562199,3.704296459,10.15625,M,,NonLinLoc,,automatic,nz3drx,43,43,31,0.08684716477,148.4633998,1.61102464,0
2016p859481,,2016-11-14T00:11:51.825Z,2016-11-14T00:14:20.917Z,174.4678837,-41.55014422,3.149009664,14.84375,M,,NonLinLoc,,automatic,nz3drx,16,16,12,0.3503252969,125.1072583,1.303013211,0
2016p859474,,2016-11-14T00:08:04.812Z,2016-11-14T00:10:42.658Z,174.2882109,-41.70250574,3.794624092,7.109375,M,,NonLinLoc,,automatic,nz3drx,34,34,23,0.07393375341,138.6038531,0.9520905562,0
2016p859473,,2016-11-14T00:07:25.130Z,2016-11-14T00:09:49.241Z,173.5580316,-42.46622941,3.735168993,19.0625,M,,NonLinLoc,,automatic,nz3drx,12,12,9,0.05205934819,211.6080292,0.7997520475,0
2016p859471,,2016-11-14T00:06:39.363Z,2016-11-14T00:09:21.741Z,175.6862788,-40.00879228,3.017967891,13.90625,M,,NonLinLoc,,automatic,nz3drx,27,27,20,0.2149290334,217.3198176,1.125737243,0
2016p859470,,2016-11-14T00:05:42.425Z,2016-11-14T00:09:19.668Z,172.9232256,-42.85010101,4.046789263,25.15625,M,,NonLinLoc,,automatic,nz3drx,39,39,29,0.143031974,93.07979278,2.212449142,0
2016p859469,,2016-11-14T00:05:05.006Z,2016-11-14T00:07:07.196Z,173.8062992,-42.15973551,3.87842638,34.0625,M,,NonLinLoc,,automatic,nz3drx,10,10,8,0.324863034,157.1394373,0.6825024098,0
2016p859465,,2016-11-14T00:03:19.601Z,2016-11-14T00:05:32.842Z,174.1913902,-41.79225453,3.813086241,30.78125,M,,NonLinLoc,,automatic,nz3drx,20,20,14,0.04505844219,147.3589576,1.234273549,0
2016p859463,,2016-11-14T00:02:11.663Z,2016-11-14T00:04:32.662Z,174.4761018,-41.66381689,3.827437825,6.40625,M,,NonLinLoc,,automatic,nz3drx,20,20,15,0.215293597,154.6812398,1.343038036,0
2016p859461,,2016-11-14T00:01:05.115Z,2016-11-14T00:04:15.555Z,174.3652404,-41.70393306,3.998093102,10.15625,M,,NonLinLoc,,automatic,nz3drx,44,44,34,0.1228022277,168.8864402,1.850889023,0
2016p859459,,2016-11-14T00:00:17.433Z,2016-11-14T00:03:18.609Z,174.385129,-41.61026539,3.68761759,15.078125,M,,NonLinLoc,,automatic,nz3drx,32,32,25,0.191282192,118.6137892,1.001392891,0
2016p859457,,2016-11-13T23:58:54.777Z,2016-11-14T00:01:19.606Z,175.8381572,-39.35817434,2.12376581,5.9375,M,,NonLinLoc,,automatic,nz3drx,17,17,10,0.08408112357,101.7630561,0.7501344996,0
2016p859455,,2016-11-13T23:57:40.105Z,2016-11-14T03:06:58.877Z,173.8343896,-42.25900077,4.226368338,19.53125,M,,NonLinLoc,,automatic,nz3drx,32,32,23,0.2699101042,162.1792878,1.127666215,0
2016p859451,,2016-11-13T23:55:39.803Z,2016-11-13T23:57:53.423Z,175.9350712,-39.64452352,3.629786123,10.625,M,,NonLinLoc,,automatic,nz3drx,14,14,12,0.4428165183,271.8525639,1.745334865,0
2016p859449,earthquake,2016-11-13T23:54:43.778Z,2016-11-14T00:55:34.017Z,173.5496826,-42.63032913,5.004474417,21.77160263,M,,LOCSAT,confirmed,manual,iasp91,47,41,31,0.2143650651,158.0424423,1.139131745,0
2016p859446,,2016-11-13T23:53:00.828Z,2016-11-13T23:56:05.466Z,174.4219313,-41.31525164,3.37808758,14.84375,M,,NonLinLoc,,automatic,nz3drx,19,19,13,0.1493835037,96.41326308,1.346709146,0
2016p859439,earthquake,2016-11-13T23:49:11.500Z,2016-11-14T00:10:23.366Z,174.3456838,-41.71086582,5.231485957,12.734375,M,,NonLinLoc,confirmed,manual,nz3drx,39,20,16,0.1065676633,142.295994,0.6420931919,0
2016p859437,earthquake,2016-11-13T23:48:16.151Z,2016-11-14T00:13:27.769Z,173.0957489,-42.59665298,4.482094913,10.68107319,M,,LOCSAT,confirmed,manual,iasp91,24,22,18,0.3732235432,120.0387497,0.6916550161,0
2016p859435,,2016-11-13T23:47:10.734Z,2016-11-13T23:49:52.384Z,174.2685236,-41.73112222,3.088172656,7.34375,M,,NonLinLoc,,automatic,nz3drx,15,15,12,0.04539476966,177.4280207,0.9111255349,0
2016p859431,,2016-11-13T23:45:17.414Z,2016-11-13T23:51:22.750Z,173.0956756,-42.68649122,3.97858036,47.1875,M,,NonLinLoc,,automatic,nz3drx,24,24,16,0.9328524609,165.3978443,1.360476109,0
2016p859430,,2016-11-13T23:44:35.323Z,2016-11-13T23:54:45.548Z,174.253224,-41.91751903,3.793136827,27.96875,M,,NonLinLoc,,automatic,nz3drx,33,33,23,0.1689295817,140.8908516,1.547822987,0
2016p859423,earthquake,2016-11-13T23:40:51.572Z,2016-11-13T23:52:09.539Z,173.5302805,-42.36696415,4.229292698,41.09375,M,,NonLinLoc,confirmed,manual,nz3drx,45,27,21,0.7010510833,135.9823447,0.8080038225,0
2016p859422,,2016-11-13T23:40:11.179Z,2016-11-13T23:42:33.257Z,175.8419809,-39.42497686,2.668526973,7.8125,M,,NonLinLoc,,automatic,nz3drx,13,13,11,0.2579151477,213.3345995,0.527118194,0
2016p859421,earthquake,2016-11-13T23:39:24.796Z,2016-11-14T01:14:09.464Z,174.0429655,-41.81209476,3.812201629,23.515625,M,,NonLinLoc,confirmed,manual,nz3drx,29,24,18,0.1422454233,136.9908657,1.018332786,0
2016p859420,earthquake,2016-11-13T23:39:20.383Z,2016-11-14T01:50:21.425Z,176.7179183,-38.09539394,2.134222504,5.1171875,M,,NonLinLoc,confirmed,manual,nz3drx,22,17,12,0.02060788884,57.12636952,0.4516675657,0
2016p859417,,2016-11-13T23:37:43.583Z,2016-11-13T23:40:37.196Z,174.2559749,-41.69071558,3.222029557,12.03125,M,,NonLinLoc,,automatic,nz3drx,30,30,20,0.06806271971,127.3067068,0.8465127776,0
2016p859415,,2016-11-13T23:36:50.905Z,2016-11-13T23:39:12.168Z,173.9334643,-42.30359722,3.411110238,19.0625,M,,NonLinLoc,,automatic,nz3drx,15,15,11,0.5880151335,183.2240206,1.57674314,0
2016p859410,,2016-11-13T23:33:44.947Z,2016-11-13T23:36:29.276Z,174.2685236,-41.73112222,3.837767436,14.84375,M,,NonLinLoc,,automatic,nz3drx,29,29,18,0.04539476966,140.9136099,0.9353277198,0
2016p859407,,2016-11-13T23:32:17.059Z,2016-11-13T23:35:33.178Z,174.1958845,-41.96922703,4.144644235,24.21875,M,,NonLinLoc,,automatic,nz3drx,70,70,53,0.2191104976,142.2730985,2.417071139,0
2016p859406,,2016-11-13T23:31:42.606Z,2016-11-13T23:34:24.300Z,175.8580197,-39.44046803,2.468716742,5.46875,M,,NonLinLoc,,automatic,nz3drx,18,18,12,0.2291529007,189.9900621,0.7313533083,0
2016p859404,,2016-11-13T23:30:52.314Z,2016-11-13T23:33:51.211Z,173.8620666,-42.04122499,3.927336038,15.3125,M,,NonLinLoc,,automatic,nz3drx,33,33,25,0.3248485548,147.7623193,1.772806278,0
2016p859403,,2016-11-13T23:30:05.919Z,2016-11-13T23:50:08.989Z,174.0437747,-42.15331108,3.77603222,22.8125,M,,NonLinLoc,,automatic,nz3drx,27,27,19,0.4235832477,168.0980735,1.892912031,0
2016p859398,,2016-11-13T23:27:57.622Z,2016-11-13T23:30:41.512Z,175.7826654,-40.10672237,3.086798443,10.625,M,,NonLinLoc,,automatic,nz3drx,15,15,11,0.5058761327,161.3720579,1.92015301,0
2016p859397,,2016-11-13T23:27:21.578Z,2016-11-13T23:30:51.112Z,174.2286273,-41.74997084,4.016827154,9.21875,M,,NonLinLoc,,automatic,nz3drx,64,64,47,0.01094528762,140.9964341,1.833924897,0
2016p859393,,2016-11-13T23:24:52.039Z,2016-11-13T23:49:50.566Z,174.1924736,-42.15764612,3.541987709,22.8125,M,,NonLinLoc,,automatic,nz3drx,22,22,16,0.4074454894,154.3866502,1.478953843,0
2016p859390,,2016-11-13T23:23:17.740Z,2016-11-13T23:27:02.085Z,173.7425703,-42.01103594,3.301959874,9.6875,M,,NonLinLoc,,automatic,nz3drx,40,40,20,0.3115893775,133.4545708,2.032511026,0
2016p859387,,2016-11-13T23:21:54.979Z,2016-11-13T23:23:45.947Z,175.5432771,-39.23583159,1.935276423,5.9375,M,,NonLinLoc,,automatic,nz3drx,22,22,3,0.02198864317,200.0456893,3.125305796,0
2016p859386,,2016-11-13T23:20:52.641Z,2016-11-13T23:51:58.412Z,173.9291866,-42.16999217,3.879638332,15.3125,M,,NonLinLoc,,automatic,nz3drx,35,35,18,0.3807840995,147.3516232,1.360416063,0
2016p859380,,2016-11-13T23:17:49.045Z,2016-11-13T23:20:04.682Z,175.848133,-39.42349646,3.893982498,5.46875,M,,NonLinLoc,,automatic,nz3drx,19,19,15,0.4588803926,166.1206577,1.479097304,0
2016p859379,,2016-11-13T23:17:32.809Z,2016-11-14T03:03:38.384Z,173.894324,-42.15395913,5.217133295,27.96875,M,,NonLinLoc,,automatic,nz3drx,117,117,58,0.3726609368,140.6803197,2.067520157,0
2016p859378,earthquake,2016-11-13T23:17:32.523Z,2016-11-13T23:28:56.165Z,173.8545776,-42.12944029,5.163735525,27.03125,M,,NonLinLoc,confirmed,manual,nz3drx,75,52,40,0.3710663852,139.6720188,1.339645037,0
2016p859377,,2016-11-13T23:16:03.262Z,2016-11-13T23:49:07.865Z,174.0057396,-41.87357063,4.646353475,17.65625,M,,NonLinLoc,,automatic,nz3drx,17,17,12,0.1834473308,143.0724688,0.6614588335,0
2016p859376,,2016-11-13T23:15:49.383Z,2016-11-13T23:17:37.261Z,175.6098089,-39.17991701,0.7194764144,5.1171875,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.00724124688,115.6261757,0.09240909056,0
2016p859374,,2016-11-13T23:15:01.246Z,2016-11-13T23:48:59.375Z,174.2408529,-41.66774977,2.934607286,9.921875,M,,NonLinLoc,,automatic,nz3drx,30,30,18,0.08560681838,111.6163924,1.254756441,0
2016p859369,,2016-11-13T23:12:12.609Z,2016-11-13T23:48:51.119Z,173.5079607,-42.6984126,3.364835705,39.6875,M,,NonLinLoc,,automatic,nz3drx,22,22,17,0.2834271216,182.9122665,1.257856163,0
2016p859366,,2016-11-13T23:10:18.762Z,2016-11-13T23:12:38.551Z,175.9880434,-40.40628903,3.115438828,6.875,M,,NonLinLoc,,automatic,nz3drx,10,10,8,0.3726681942,275.2879778,1.383861668,0
2016p859364,,2016-11-13T23:09:44.956Z,2016-11-13T23:48:48.907Z,174.2926531,-41.7351668,4.030110798,10.15625,M,,NonLinLoc,,automatic,nz3drx,67,67,45,0.06091387765,142.0151967,2.371314853,0
2016p859360,,2016-11-13T23:07:32.645Z,2016-11-13T23:50:01.374Z,173.9296097,-42.32851269,3.933479503,35.46875,M,,NonLinLoc,,automatic,nz3drx,83,83,48,0.3022094721,149.7296335,1.375214794,0
2016p859354,,2016-11-13T23:04:17.757Z,2016-11-13T23:09:34.052Z,174.4933654,-41.88617912,4.046571271,37.8125,M,,NonLinLoc,,automatic,nz3drx,72,72,52,0.6381831568,153.1092068,2.237382634,0
2016p859346,,2016-11-13T23:00:04.397Z,2016-11-13T23:48:08.640Z,174.2983179,-41.73866949,3.818856698,9.21875,M,,NonLinLoc,,automatic,nz3drx,26,26,10,0.06421104358,134.9064868,1.289400623,0
2016p859344,,2016-11-13T22:58:52.349Z,2016-11-14T03:01:35.397Z,172.7336421,-42.71107716,4.045257886,19.53125,M,,NonLinLoc,,automatic,nz3drx,29,29,13,0.3385878873,75.62074242,0.6892852594,0
2016p859342,,2016-11-13T22:58:00.441Z,2016-11-13T23:00:23.156Z,173.2081013,-42.68974251,4.244100874,49.0625,M,,NonLinLoc,,automatic,nz3drx,18,18,13,0.3054101155,135.7324223,0.9534349582,0
2016p859338,,2016-11-13T22:55:25.754Z,2016-11-13T22:58:20.624Z,177.3860207,-38.20059886,3.689056497,14.84375,M,,NonLinLoc,,automatic,nz3drx,24,24,17,0.1711251415,109.4529009,1.691830891,0
2016p859336,earthquake,2016-11-13T22:54:18.929Z,2016-11-13T23:04:06.178Z,173.5431812,-42.32561899,4.794707114,49.0625,M,,NonLinLoc,confirmed,manual,nz3drx,77,46,35,0.6590803204,134.2066232,0.902709396,0
2016p859332,,2016-11-13T22:52:12.068Z,2016-11-13T22:54:01.234Z,175.6208712,-39.2823777,1.859165746,5.234375,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.02466841993,106.1830788,0.3751701898,0
2016p859331,,2016-11-13T22:51:45.597Z,2016-11-13T22:54:29.642Z,175.5617214,-40.85537658,3.427930717,7.34375,M,,NonLinLoc,,automatic,nz3drx,25,25,17,0.05700535301,123.4894852,1.219038886,0
2016p859330,,2016-11-13T22:51:00.282Z,2016-11-14T03:00:49.029Z,172.7596277,-43.31782484,4.02013033,34.0625,M,,NonLinLoc,,automatic,nz3drx,28,28,19,0.3969889719,110.4846482,1.452242455,0
2016p859329,,2016-11-13T22:50:33.346Z,2016-11-13T22:54:23.629Z,172.8393212,-43.07972003,4.475082335,30.3125,M,,NonLinLoc,,automatic,nz3drx,61,61,47,0.1678235853,140.090093,1.949614364,0
2016p859328,,2016-11-13T22:50:00.332Z,2016-11-13T22:52:35.206Z,174.2813256,-41.72816141,3.807063443,10.15625,M,,NonLinLoc,,automatic,nz3drx,31,31,24,0.3025429205,141.2120874,1.383717583,0
2016p859323,,2016-11-13T22:47:07.667Z,2016-11-13T22:50:24.634Z,174.6781107,-41.28445361,3.719478651,5.9375,M,,NonLinLoc,,automatic,nz3drx,40,40,30,0.06751950048,125.1387561,2.7507556,0
2016p859322,,2016-11-13T22:46:45.880Z,2016-11-13T23:47:12.264Z,173.7181504,-42.32403241,4.110975545,22.8125,M,,NonLinLoc,,automatic,nz3drx,61,61,42,0.161699738,141.1072504,1.560399603,0
2016p859320,,2016-11-13T22:45:59.878Z,2016-11-13T22:48:21.851Z,173.6307631,-42.08953647,3.974084842,39.21875,M,,NonLinLoc,,automatic,nz3drx,17,17,13,0.3338524078,145.1779295,0.9899420215,0
2016p859318,,2016-11-13T22:44:51.740Z,2016-11-13T22:46:45.322Z,175.6991868,-39.56569346,2.193082783,5.46875,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.1638345593,138.663486,0.5850695165,0
2016p859316,,2016-11-13T22:43:52.079Z,2016-11-14T03:00:08.326Z,173.1036582,-42.56487466,4.026790702,35.46875,M,,NonLinLoc,,automatic,nz3drx,51,51,29,0.3542998002,116.4727365,1.391229196,0
2016p859315,,2016-11-13T22:42:49.962Z,2016-11-13T22:44:59.395Z,178.3991995,-37.47741305,2.917628981,15.3125,M,,NonLinLoc,,automatic,nz3drx,12,12,8,0.1170839084,264.6703774,0.9308558113,0
2016p859314,,2016-11-13T22:42:30.636Z,2016-11-13T22:44:43.613Z,174.3027338,-41.70877091,3.475991218,14.84375,M,,NonLinLoc,,automatic,nz3drx,16,16,12,0.3186855359,140.0148399,0.6016458532,0
2016p859311,,2016-11-13T22:41:07.275Z,2016-11-13T22:49:09.512Z,175.9545659,-40.18190451,3.465283139,13.4375,M,,NonLinLoc,,automatic,nz3drx,38,38,30,0.1970183822,228.9605251,2.201754648,0
2016p859310,earthquake,2016-11-13T22:40:23.699Z,2016-11-13T22:50:30.351Z,173.6773532,-42.03082309,4.182517705,24.21875,M,,NonLinLoc,confirmed,manual,nz3drx,35,19,14,0.3484488868,138.2448427,0.6684017809,0
2016p859308,,2016-11-13T22:39:31.983Z,2016-11-13T22:42:01.346Z,174.2073856,-41.68511799,3.534051295,10.390625,M,,NonLinLoc,,automatic,nz3drx,22,22,14,0.06569191,94.77143732,0.8400903218,0
2016p859306,,2016-11-13T22:38:37.391Z,2016-11-13T22:40:57.572Z,174.134275,-42.00746615,3.297400791,22.34375,M,,NonLinLoc,,automatic,nz3drx,21,21,16,0.2642997082,157.7534993,1.841135542,0
2016p859302,,2016-11-13T22:36:30.305Z,2016-11-13T23:46:33.215Z,174.3390157,-42.00844374,3.67220607,19.0625,M,,NonLinLoc,,automatic,nz3drx,15,15,9,0.2727042957,182.6524557,1.322540182,0
2016p859299,,2016-11-13T22:34:48.454Z,2016-11-13T23:46:32.113Z,174.2810888,-41.77152887,4.130850042,15.78125,M,,NonLinLoc,,automatic,nz3drx,90,90,37,0.3064606625,137.2439086,2.348255654,0
2016p859298,,2016-11-13T22:34:24.006Z,2016-11-13T22:36:46.172Z,174.2771384,-41.71469253,4.032518617,9.21875,M,,NonLinLoc,,automatic,nz3drx,27,27,21,0.05970405455,154.0047177,0.6599592379,0
2016p859295,,2016-11-13T22:32:35.008Z,2016-11-13T22:34:53.220Z,174.1735275,-41.70497775,3.113753172,16.71875,M,,NonLinLoc,,automatic,nz3drx,23,23,16,0.2225064725,133.3117404,0.9323866129,0
2016p859291,,2016-11-13T22:30:37.978Z,2016-11-13T23:46:06.469Z,173.5179735,-42.2497888,3.517501722,14.84375,M,,NonLinLoc,,automatic,nz3drx,25,25,14,0.1668107252,148.112985,0.8638043745,0
2016p859289,,2016-11-13T22:29:40.513Z,2016-11-13T22:32:14.238Z,174.2980625,-41.71947731,3.273803273,9.921875,M,,NonLinLoc,,automatic,nz3drx,35,35,23,0.07046515191,138.7737331,1.380184319,0
2016p859287,,2016-11-13T22:28:17.233Z,2016-11-13T22:29:49.344Z,174.8167758,-41.4353207,2.587850195,20.9375,M,,NonLinLoc,,automatic,nz3drx,13,13,8,0.1532015669,234.7205524,0.8945534607,0
2016p859285,,2016-11-13T22:27:13.338Z,2016-11-13T23:46:00.317Z,173.2827992,-42.46658699,3.433687256,15.78125,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.195916897,125.0334423,0.8379484497,0
2016p859282,,2016-11-13T22:25:35.787Z,2016-11-13T22:28:15.322Z,174.2215257,-41.69387471,3.979155149,5.234375,M,,NonLinLoc,,automatic,nz3drx,35,35,25,0.05717567397,105.4639415,1.501625872,0
